time_index,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,lagging_current_power_factor,leading_current_power_factor,nsm,month,day,hour,day_of_week_num,weekstatus_weekday,weekstatus_weekend,day_of_week_friday,day_of_week_monday,day_of_week_saturday,day_of_week_sunday,day_of_week_thursday,day_of_week_tuesday,day_of_week_wednesday,usage_kwh
539,0.0,17.5,100.0,19.4,53100,1,6,14,5,0,1,0,0,1,0,0,0,0,3.46
540,0.0,23.0,100.0,17.13,54000,1,6,15,5,0,1,0,0,1,0,0,0,0,4.0
541,0.0,18.9,100.0,18.91,54900,1,6,15,5,0,1,0,0,1,0,0,0,0,3.64
542,0.0,17.42,100.0,19.26,55800,1,6,15,5,0,1,0,0,1,0,0,0,0,3.42
543,0.0,24.3,100.0,16.95,56700,1,6,15,5,0,1,0,0,1,0,0,0,0,4.18
544,0.0,18.43,100.0,18.81,57600,1,6,16,5,0,1,0,0,1,0,0,0,0,3.53
545,0.0,17.6,100.0,18.86,58500,1,6,16,5,0,1,0,0,1,0,0,0,0,3.38
546,0.0,24.73,100.0,16.08,59400,1,6,16,5,0,1,0,0,1,0,0,0,0,4.03
547,0.0,18.18,100.0,18.49,60300,1,6,16,5,0,1,0,0,1,0,0,0,0,3.42
548,0.0,17.71,100.0,18.96,61200,1,6,17,5,0,1,0,0,1,0,0,0,0,3.42
549,0.0,24.91,100.0,16.24,62100,1,6,17,5,0,1,0,0,1,0,0,0,0,4.1
550,0.0,18.0,100.0,18.46,63000,1,6,17,5,0,1,0,0,1,0,0,0,0,3.38
551,0.0,17.82,100.0,18.64,63900,1,6,17,5,0,1,0,0,1,0,0,0,0,3.38
552,0.0,24.62,100.0,16.15,64800,1,6,18,5,0,1,0,0,1,0,0,0,0,4.03
553,0.0,7.96,100.0,39.86,65700,1,6,18,5,0,1,0,0,1,0,0,0,0,3.46
554,0.0,6.23,100.0,46.14,66600,1,6,18,5,0,1,0,0,1,0,0,0,0,3.24
555,0.0,20.88,100.0,18.13,67500,1,6,18,5,0,1,0,0,1,0,0,0,0,3.85
556,0.0,18.94,100.0,18.32,68400,1,6,19,5,0,1,0,0,1,0,0,0,0,3.53
557,0.0,17.86,100.0,18.81,69300,1,6,19,5,0,1,0,0,1,0,0,0,0,3.42
558,0.0,24.19,100.0,16.43,70200,1,6,19,5,0,1,0,0,1,0,0,0,0,4.03
559,0.0,18.65,100.0,18.39,71100,1,6,19,5,0,1,0,0,1,0,0,0,0,3.49
560,0.0,17.82,100.0,18.85,72000,1,6,20,5,0,1,0,0,1,0,0,0,0,3.42
561,0.0,24.16,100.0,16.61,72900,1,6,20,5,0,1,0,0,1,0,0,0,0,4.07
562,0.0,18.79,100.0,18.62,73800,1,6,20,5,0,1,0,0,1,0,0,0,0,3.56
563,0.0,17.68,100.0,19.58,74700,1,6,20,5,0,1,0,0,1,0,0,0,0,3.53
564,0.0,24.16,100.0,16.73,75600,1,6,21,5,0,1,0,0,1,0,0,0,0,4.1
565,0.0,18.97,100.0,18.64,76500,1,6,21,5,0,1,0,0,1,0,0,0,0,3.6
566,0.0,17.6,100.0,19.45,77400,1,6,21,5,0,1,0,0,1,0,0,0,0,3.49
567,0.0,24.41,100.0,16.56,78300,1,6,21,5,0,1,0,0,1,0,0,0,0,4.1
568,0.0,18.18,100.0,19.22,79200,1,6,22,5,0,1,0,0,1,0,0,0,0,3.56
569,1.15,10.01,94.46,31.4,80100,1,6,22,5,0,1,0,0,1,0,0,0,0,3.31
570,4.25,0.0,66.85,100.0,81000,1,6,22,5,0,1,0,0,1,0,0,0,0,3.82
571,3.35,0.0,69.52,100.0,81900,1,6,22,5,0,1,0,0,1,0,0,0,0,3.24
572,3.2,0.0,71.15,100.0,82800,1,6,23,5,0,1,0,0,1,0,0,0,0,3.24
573,3.46,0.0,74.12,100.0,83700,1,6,23,5,0,1,0,0,1,0,0,0,0,3.82
574,2.56,0.0,77.11,100.0,84600,1,6,23,5,0,1,0,0,1,0,0,0,0,3.1
575,2.92,0.0,74.99,100.0,85500,1,6,23,5,0,1,0,0,1,0,0,0,0,3.31
576,3.28,0.0,73.92,100.0,0,1,6,0,5,0,1,0,0,1,0,0,0,0,3.6
577,2.74,0.0,75.24,100.0,900,1,7,0,6,0,1,0,0,0,1,0,0,0,3.13
578,3.17,0.0,74.02,100.0,1800,1,7,0,6,0,1,0,0,0,1,0,0,0,3.49
579,3.6,0.0,71.1,100.0,2700,1,7,0,6,0,1,0,0,0,1,0,0,0,3.64
580,3.02,0.0,72.73,100.0,3600,1,7,1,6,0,1,0,0,0,1,0,0,0,3.2
581,3.6,0.0,70.31,100.0,4500,1,7,1,6,0,1,0,0,0,1,0,0,0,3.56
582,3.6,0.0,69.61,100.0,5400,1,7,1,6,0,1,0,0,0,1,0,0,0,3.49
583,3.2,0.0,71.9,100.0,6300,1,7,1,6,0,1,0,0,0,1,0,0,0,3.31
584,4.28,0.0,65.8,100.0,7200,1,7,2,6,0,1,0,0,0,1,0,0,0,3.74
585,3.38,0.0,70.71,100.0,8100,1,7,2,6,0,1,0,0,0,1,0,0,0,3.38
586,3.02,0.0,72.4,100.0,9000,1,7,2,6,0,1,0,0,0,1,0,0,0,3.17
587,4.32,0.0,66.92,100.0,9900,1,7,2,6,0,1,0,0,0,1,0,0,0,3.89
588,3.17,0.0,72.64,100.0,10800,1,7,3,6,0,1,0,0,0,1,0,0,0,3.35
589,3.28,0.0,70.71,100.0,11700,1,7,3,6,0,1,0,0,0,1,0,0,0,3.28
590,4.14,0.0,67.81,100.0,12600,1,7,3,6,0,1,0,0,0,1,0,0,0,3.82
591,3.2,0.0,71.15,100.0,13500,1,7,3,6,0,1,0,0,0,1,0,0,0,3.24
592,3.6,0.0,68.87,100.0,14400,1,7,4,6,0,1,0,0,0,1,0,0,0,3.42
593,3.92,0.0,68.74,100.0,15300,1,7,4,6,0,1,0,0,0,1,0,0,0,3.71
594,3.31,0.0,69.95,100.0,16200,1,7,4,6,0,1,0,0,0,1,0,0,0,3.24
595,4.18,0.0,65.98,100.0,17100,1,7,4,6,0,1,0,0,0,1,0,0,0,3.67
596,3.6,0.0,68.45,100.0,18000,1,7,5,6,0,1,0,0,0,1,0,0,0,3.38
597,3.28,0.0,70.28,100.0,18900,1,7,5,6,0,1,0,0,0,1,0,0,0,3.24
598,4.36,0.0,67.23,100.0,19800,1,7,5,6,0,1,0,0,0,1,0,0,0,3.96
599,3.31,0.0,69.95,100.0,20700,1,7,5,6,0,1,0,0,0,1,0,0,0,3.24
600,3.64,0.0,67.28,100.0,21600,1,7,6,6,0,1,0,0,0,1,0,0,0,3.31
601,4.39,0.0,65.64,100.0,22500,1,7,6,6,0,1,0,0,0,1,0,0,0,3.82
602,3.28,0.0,70.28,100.0,23400,1,7,6,6,0,1,0,0,0,1,0,0,0,3.24
603,3.71,0.0,68.93,100.0,24300,1,7,6,6,0,1,0,0,0,1,0,0,0,3.53
604,4.1,0.0,66.39,100.0,25200,1,7,7,6,0,1,0,0,0,1,0,0,0,3.64
605,3.64,0.0,66.03,100.0,26100,1,7,7,6,0,1,0,0,0,1,0,0,0,3.2
606,4.54,0.0,62.87,100.0,27000,1,7,7,6,0,1,0,0,0,1,0,0,0,3.67
607,4.21,0.0,63.49,100.0,27900,1,7,7,6,0,1,0,0,0,1,0,0,0,3.46
608,3.82,0.0,65.14,100.0,28800,1,7,8,6,0,1,0,0,0,1,0,0,0,3.28
609,4.86,0.0,61.8,100.0,29700,1,7,8,6,0,1,0,0,0,1,0,0,0,3.82
610,4.03,0.0,63.92,100.0,30600,1,7,8,6,0,1,0,0,0,1,0,0,0,3.35
611,3.85,0.18,64.85,99.85,31500,1,7,8,6,0,1,0,0,0,1,0,0,0,3.28
612,0.0,19.3,100.0,20.97,32400,1,7,9,6,0,1,0,0,0,1,0,0,0,4.14
613,0.0,17.21,100.0,20.26,33300,1,7,9,6,0,1,0,0,0,1,0,0,0,3.56
614,0.0,18.04,100.0,20.14,34200,1,7,9,6,0,1,0,0,0,1,0,0,0,3.71
615,0.0,22.93,100.0,17.6,35100,1,7,9,6,0,1,0,0,0,1,0,0,0,4.1
616,0.0,17.21,100.0,20.26,36000,1,7,10,6,0,1,0,0,0,1,0,0,0,3.56
617,0.0,19.91,100.0,18.84,36900,1,7,10,6,0,1,0,0,0,1,0,0,0,3.82
618,0.0,21.35,100.0,18.24,37800,1,7,10,6,0,1,0,0,0,1,0,0,0,3.96
619,0.0,17.28,100.0,20.18,38700,1,7,10,6,0,1,0,0,0,1,0,0,0,3.56
620,0.0,21.35,100.0,18.06,39600,1,7,11,6,0,1,0,0,0,1,0,0,0,3.92
621,0.0,7.24,100.0,44.92,40500,1,7,11,6,0,1,0,0,0,1,0,0,0,3.64
622,0.0,5.08,100.0,55.85,41400,1,7,11,6,0,1,0,0,0,1,0,0,0,3.42
623,0.0,6.59,100.0,50.15,42300,1,7,11,6,0,1,0,0,0,1,0,0,0,3.82
624,0.0,5.69,100.0,53.89,43200,1,7,12,6,0,1,0,0,0,1,0,0,0,3.64
625,0.0,13.21,100.0,25.82,44100,1,7,12,6,0,1,0,0,0,1,0,0,0,3.53
626,0.0,22.46,100.0,17.96,45000,1,7,12,6,0,1,0,0,0,1,0,0,0,4.1
627,0.0,17.96,100.0,20.39,45900,1,7,12,6,0,1,0,0,0,1,0,0,0,3.74
628,0.0,16.81,100.0,21.16,46800,1,7,13,6,0,1,0,0,0,1,0,0,0,3.64
629,0.0,23.4,100.0,17.58,47700,1,7,13,6,0,1,0,0,0,1,0,0,0,4.18
630,0.0,16.85,100.0,21.12,48600,1,7,13,6,0,1,0,0,0,1,0,0,0,3.64
631,0.0,16.85,100.0,20.67,49500,1,7,13,6,0,1,0,0,0,1,0,0,0,3.56
632,0.0,23.58,100.0,17.58,50400,1,7,14,6,0,1,0,0,0,1,0,0,0,4.21
633,0.0,16.74,100.0,21.02,51300,1,7,14,6,0,1,0,0,0,1,0,0,0,3.6
634,0.0,16.74,100.0,20.8,52200,1,7,14,6,0,1,0,0,0,1,0,0,0,3.56
635,0.0,22.61,100.0,18.31,53100,1,7,14,6,0,1,0,0,0,1,0,0,0,4.21
636,0.0,16.63,100.0,21.16,54000,1,7,15,6,0,1,0,0,0,1,0,0,0,3.6
637,0.0,16.6,100.0,21.19,54900,1,7,15,6,0,1,0,0,0,1,0,0,0,3.6
638,0.0,22.79,100.0,18.04,55800,1,7,15,6,0,1,0,0,0,1,0,0,0,4.18
639,0.0,16.74,100.0,21.02,56700,1,7,15,6,0,1,0,0,0,1,0,0,0,3.6
640,0.0,16.7,100.0,21.3,57600,1,7,16,6,0,1,0,0,0,1,0,0,0,3.64
641,0.0,23.8,100.0,17.42,58500,1,7,16,6,0,1,0,0,0,1,0,0,0,4.21
642,0.0,16.99,100.0,20.12,59400,1,7,16,6,0,1,0,0,0,1,0,0,0,3.49
643,0.0,16.99,100.0,20.34,60300,1,7,16,6,0,1,0,0,0,1,0,0,0,3.53
644,0.0,23.72,100.0,17.19,61200,1,7,17,6,0,1,0,0,0,1,0,0,0,4.14
645,0.0,16.85,100.0,20.67,62100,1,7,17,6,0,1,0,0,0,1,0,0,0,3.56
646,0.0,16.88,100.0,21.08,63000,1,7,17,6,0,1,0,0,0,1,0,0,0,3.64
647,0.0,24.01,100.0,16.99,63900,1,7,17,6,0,1,0,0,0,1,0,0,0,4.14
648,0.0,17.35,100.0,19.72,64800,1,7,18,6,0,1,0,0,0,1,0,0,0,3.49
649,0.0,6.41,100.0,46.32,65700,1,7,18,6,0,1,0,0,0,1,0,0,0,3.35
650,0.0,7.78,100.0,45.36,66600,1,7,18,6,0,1,0,0,0,1,0,0,0,3.96
651,0.0,14.69,100.0,23.55,67500,1,7,18,6,0,1,0,0,0,1,0,0,0,3.56
652,0.0,17.75,100.0,19.66,68400,1,7,19,6,0,1,0,0,0,1,0,0,0,3.56
653,0.0,23.4,100.0,17.14,69300,1,7,19,6,0,1,0,0,0,1,0,0,0,4.07
654,0.0,17.17,100.0,20.3,70200,1,7,19,6,0,1,0,0,0,1,0,0,0,3.56
655,0.0,18.72,100.0,19.24,71100,1,7,19,6,0,1,0,0,0,1,0,0,0,3.67
656,0.0,22.86,100.0,17.53,72000,1,7,20,6,0,1,0,0,0,1,0,0,0,4.07
657,0.0,17.14,100.0,20.56,72900,1,7,20,6,0,1,0,0,0,1,0,0,0,3.6
658,0.0,18.68,100.0,19.63,73800,1,7,20,6,0,1,0,0,0,1,0,0,0,3.74
659,0.0,21.49,100.0,18.3,74700,1,7,20,6,0,1,0,0,0,1,0,0,0,4.0
660,0.0,16.92,100.0,20.81,75600,1,7,21,6,0,1,0,0,0,1,0,0,0,3.6
661,0.0,19.69,100.0,19.19,76500,1,7,21,6,0,1,0,0,0,1,0,0,0,3.85
662,0.0,21.28,100.0,18.47,77400,1,7,21,6,0,1,0,0,0,1,0,0,0,4.0
663,0.0,16.88,100.0,21.25,78300,1,7,21,6,0,1,0,0,0,1,0,0,0,3.67
664,0.0,20.02,100.0,19.22,79200,1,7,22,6,0,1,0,0,0,1,0,0,0,3.92
665,1.48,13.36,93.25,27.49,80100,1,7,22,6,0,1,0,0,0,1,0,0,0,3.82
666,4.36,0.0,60.47,100.0,81000,1,7,22,6,0,1,0,0,0,1,0,0,0,3.31
667,5.08,0.0,57.82,100.0,81900,1,7,22,6,0,1,0,0,0,1,0,0,0,3.6
668,4.82,0.0,60.26,100.0,82800,1,7,23,6,0,1,0,0,0,1,0,0,0,3.64
669,3.64,0.0,66.49,100.0,83700,1,7,23,6,0,1,0,0,0,1,0,0,0,3.24
670,4.54,0.0,62.55,100.0,84600,1,7,23,6,0,1,0,0,0,1,0,0,0,3.64
671,4.1,0.0,64.06,100.0,85500,1,7,23,6,0,1,0,0,0,1,0,0,0,3.42
672,3.85,0.0,64.85,100.0,0,1,7,0,6,0,1,0,0,0,1,0,0,0,3.28
673,5.15,0.0,59.17,100.0,900,1,8,0,0,1,0,0,1,0,0,0,0,0,3.78
674,4.32,0.0,61.62,100.0,1800,1,8,0,0,1,0,0,1,0,0,0,0,0,3.38
675,4.25,0.0,61.45,100.0,2700,1,8,0,0,1,0,0,1,0,0,0,0,0,3.31
676,5.76,0.0,55.97,100.0,3600,1,8,1,0,1,0,0,1,0,0,0,0,0,3.89
677,4.32,0.0,61.28,100.0,4500,1,8,1,0,1,0,0,1,0,0,0,0,0,3.35
678,4.25,0.0,61.45,100.0,5400,1,8,1,0,1,0,0,1,0,0,0,0,0,3.31
679,5.83,0.0,56.57,100.0,6300,1,8,1,0,1,0,0,1,0,0,0,0,0,4.0
680,4.32,0.0,60.82,100.0,7200,1,8,2,0,1,0,0,1,0,0,0,0,0,3.31
681,4.68,0.0,59.0,100.0,8100,1,8,2,0,1,0,0,1,0,0,0,0,0,3.42
682,6.05,0.0,54.08,100.0,9000,1,8,2,0,1,0,0,1,0,0,0,0,0,3.89
683,4.68,0.0,58.55,100.0,9900,1,8,2,0,1,0,0,1,0,0,0,0,0,3.38
684,5.11,0.0,57.16,100.0,10800,1,8,3,0,1,0,0,1,0,0,0,0,0,3.56
685,5.76,0.0,54.87,100.0,11700,1,8,3,0,1,0,0,1,0,0,0,0,0,3.78
686,4.64,0.0,58.88,100.0,12600,1,8,3,0,1,0,0,1,0,0,0,0,0,3.38
687,5.36,0.0,56.18,100.0,13500,1,8,3,0,1,0,0,1,0,0,0,0,0,3.64
688,5.29,0.0,56.26,100.0,14400,1,8,4,0,1,0,0,1,0,0,0,0,0,3.6
689,4.54,0.0,60.61,100.0,15300,1,8,4,0,1,0,0,1,0,0,0,0,0,3.46
690,5.69,0.0,54.93,100.0,16200,1,8,4,0,1,0,0,1,0,0,0,0,0,3.74
691,4.93,0.0,58.22,100.0,17100,1,8,4,0,1,0,0,1,0,0,0,0,0,3.53
692,4.54,0.0,59.72,100.0,18000,1,8,5,0,1,0,0,1,0,0,0,0,0,3.38
693,5.94,0.0,54.39,100.0,18900,1,8,5,0,1,0,0,1,0,0,0,0,0,3.85
694,4.61,0.0,60.36,100.0,19800,1,8,5,0,1,0,0,1,0,0,0,0,0,3.49
695,4.57,0.0,59.12,100.0,20700,1,8,5,0,1,0,0,1,0,0,0,0,0,3.35
696,6.23,0.0,53.26,100.0,21600,1,8,6,0,1,0,0,1,0,0,0,0,0,3.92
697,4.43,0.0,60.32,100.0,22500,1,8,6,0,1,0,0,1,0,0,0,0,0,3.35
698,4.32,0.0,61.28,100.0,23400,1,8,6,0,1,0,0,1,0,0,0,0,0,3.35
699,5.87,0.0,55.54,100.0,24300,1,8,6,0,1,0,0,1,0,0,0,0,0,3.92
700,4.32,0.0,61.62,100.0,25200,1,8,7,0,1,0,0,1,0,0,0,0,0,3.38
701,4.46,0.0,60.06,100.0,26100,1,8,7,0,1,0,0,1,0,0,0,0,0,3.35
702,6.34,0.0,67.69,100.0,27000,1,8,7,0,1,0,0,1,0,0,0,0,0,5.83
703,5.94,0.0,73.35,100.0,27900,1,8,7,0,1,0,0,1,0,0,0,0,0,6.41
704,5.11,0.0,79.64,100.0,28800,1,8,8,0,1,0,0,1,0,0,0,0,0,6.73
705,32.36,0.0,83.92,100.0,29700,1,8,8,0,1,0,0,1,0,0,0,0,0,49.93
706,77.8,0.0,85.9,100.0,30600,1,8,8,0,1,0,0,1,0,0,0,0,0,130.54
707,56.23,0.0,82.26,100.0,31500,1,8,8,0,1,0,0,1,0,0,0,0,0,81.36
708,42.34,0.0,93.84,100.0,32400,1,8,9,0,1,0,0,1,0,0,0,0,0,114.95
709,30.56,0.0,96.22,100.0,33300,1,8,9,0,1,0,0,1,0,0,0,0,0,108.04
710,27.58,0.0,96.06,100.0,34200,1,8,9,0,1,0,0,1,0,0,0,0,0,95.26
711,51.37,0.0,93.56,100.0,35100,1,8,9,0,1,0,0,1,0,0,0,0,0,136.15
712,47.23,0.0,91.75,100.0,36000,1,8,10,0,1,0,0,1,0,0,0,0,0,108.97
713,55.8,0.0,92.42,100.0,36900,1,8,10,0,1,0,0,1,0,0,0,0,0,135.04
714,45.07,0.0,92.18,100.0,37800,1,8,10,0,1,0,0,1,0,0,0,0,0,107.14
715,58.9,0.0,92.11,100.0,38700,1,8,10,0,1,0,0,1,0,0,0,0,0,139.39
716,37.44,0.0,93.05,100.0,39600,1,8,11,0,1,0,0,1,0,0,0,0,0,95.08
717,74.63,0.0,88.02,100.0,40500,1,8,11,0,1,0,0,1,0,0,0,0,0,138.38
718,70.7,0.0,87.12,100.0,41400,1,8,11,0,1,0,0,1,0,0,0,0,0,125.46
719,65.95,0.0,86.98,100.0,42300,1,8,11,0,1,0,0,1,0,0,0,0,0,116.24
720,65.63,0.0,87.74,100.0,43200,1,8,12,0,1,0,0,1,0,0,0,0,0,120.02
721,0.72,20.63,99.72,42.37,44100,1,8,12,0,1,0,0,1,0,0,0,0,0,9.65
722,0.0,26.32,100.0,31.42,45000,1,8,12,0,1,0,0,1,0,0,0,0,0,8.71
723,0.0,25.7,100.0,32.59,45900,1,8,12,0,1,0,0,1,0,0,0,0,0,8.86
724,0.0,25.7,100.0,32.23,46800,1,8,13,0,1,0,0,1,0,0,0,0,0,8.75
725,25.56,5.69,91.89,99.55,47700,1,8,13,0,1,0,0,1,0,0,0,0,0,59.54
726,37.66,0.0,89.63,100.0,48600,1,8,13,0,1,0,0,1,0,0,0,0,0,76.14
727,55.62,0.0,89.54,100.0,49500,1,8,13,0,1,0,0,1,0,0,0,0,0,111.85
728,53.42,0.0,91.49,100.0,50400,1,8,14,0,1,0,0,1,0,0,0,0,0,121.07
729,44.28,0.0,90.64,100.0,51300,1,8,14,0,1,0,0,1,0,0,0,0,0,95.04
730,45.68,0.0,92.12,100.0,52200,1,8,14,0,1,0,0,1,0,0,0,0,0,108.14
731,33.12,0.0,94.22,100.0,53100,1,8,14,0,1,0,0,1,0,0,0,0,0,93.17
732,27.94,0.0,94.87,100.0,54000,1,8,15,0,1,0,0,1,0,0,0,0,0,83.84
733,43.13,0.0,93.31,100.0,54900,1,8,15,0,1,0,0,1,0,0,0,0,0,111.89
734,44.14,0.0,92.92,100.0,55800,1,8,15,0,1,0,0,1,0,0,0,0,0,111.02
735,56.84,0.0,91.21,100.0,56700,1,8,15,0,1,0,0,1,0,0,0,0,0,126.43
736,49.79,0.0,91.47,100.0,57600,1,8,16,0,1,0,0,1,0,0,0,0,0,112.68
737,35.82,0.0,91.68,100.0,58500,1,8,16,0,1,0,0,1,0,0,0,0,0,82.22
738,35.14,0.0,94.01,100.0,59400,1,8,16,0,1,0,0,1,0,0,0,0,0,96.88
739,53.93,0.0,93.05,100.0,60300,1,8,16,0,1,0,0,1,0,0,0,0,0,136.98
740,36.29,0.0,94.06,100.0,61200,1,8,17,0,1,0,0,1,0,0,0,0,0,100.58
741,49.21,0.0,93.66,100.0,62100,1,8,17,0,1,0,0,1,0,0,0,0,0,131.54
742,29.59,0.0,96.02,100.0,63000,1,8,17,0,1,0,0,1,0,0,0,0,0,101.66
743,1.01,9.0,99.96,97.27,63900,1,8,17,0,1,0,0,1,0,0,0,0,0,37.73
744,0.0,9.47,100.0,96.22,64800,1,8,18,0,1,0,0,1,0,0,0,0,0,33.48
745,33.95,0.58,90.9,100.0,65700,1,8,18,0,1,0,0,1,0,0,0,0,0,74.02
746,72.29,0.0,87.29,100.0,66600,1,8,18,0,1,0,0,1,0,0,0,0,0,129.35
747,57.35,0.0,91.13,100.0,67500,1,8,18,0,1,0,0,1,0,0,0,0,0,126.97
748,46.3,0.0,93.0,100.0,68400,1,8,19,0,1,0,0,1,0,0,0,0,0,117.14
749,24.23,0.0,94.6,100.0,69300,1,8,19,0,1,0,0,1,0,0,0,0,0,70.74
750,64.3,0.0,91.29,100.0,70200,1,8,19,0,1,0,0,1,0,0,0,0,0,143.78
751,46.94,0.0,91.7,100.0,71100,1,8,19,0,1,0,0,1,0,0,0,0,0,107.89
752,61.74,0.0,92.04,100.0,72000,1,8,20,0,1,0,0,1,0,0,0,0,0,145.3
753,40.9,0.0,92.99,100.0,72900,1,8,20,0,1,0,0,1,0,0,0,0,0,103.43
754,46.22,0.0,94.59,100.0,73800,1,8,20,0,1,0,0,1,0,0,0,0,0,134.78
755,40.28,0.0,93.83,100.0,74700,1,8,20,0,1,0,0,1,0,0,0,0,0,109.33
756,23.29,0.97,97.22,99.99,75600,1,8,21,0,1,0,0,1,0,0,0,0,0,96.73
757,0.14,20.3,99.99,55.57,76500,1,8,21,0,1,0,0,1,0,0,0,0,0,13.57
758,0.0,26.03,100.0,20.17,77400,1,8,21,0,1,0,0,1,0,0,0,0,0,5.36
759,0.0,25.99,100.0,19.55,78300,1,8,21,0,1,0,0,1,0,0,0,0,0,5.18
760,0.0,25.96,100.0,19.71,79200,1,8,22,0,1,0,0,1,0,0,0,0,0,5.22
761,1.98,14.65,92.98,32.3,80100,1,8,22,0,1,0,0,1,0,0,0,0,0,5.0
762,5.15,0.0,67.8,100.0,81000,1,8,22,0,1,0,0,1,0,0,0,0,0,4.75
763,5.0,0.0,68.65,100.0,81900,1,8,22,0,1,0,0,1,0,0,0,0,0,4.72
764,5.0,0.0,68.87,100.0,82800,1,8,23,0,1,0,0,1,0,0,0,0,0,4.75
765,4.28,0.0,74.08,100.0,83700,1,8,23,0,1,0,0,1,0,0,0,0,0,4.72
766,4.07,0.0,75.18,100.0,84600,1,8,23,0,1,0,0,1,0,0,0,0,0,4.64
767,4.1,0.0,74.94,100.0,85500,1,8,23,0,1,0,0,1,0,0,0,0,0,4.64
768,4.28,0.0,73.79,100.0,0,1,8,0,0,1,0,0,1,0,0,0,0,0,4.68
769,4.18,0.0,74.58,100.0,900,1,9,0,1,1,0,0,0,0,0,0,1,0,4.68
770,4.36,0.0,73.67,100.0,1800,1,9,0,1,1,0,0,0,0,0,0,1,0,4.75
771,4.46,0.0,72.39,100.0,2700,1,9,0,1,1,0,0,0,0,0,0,1,0,4.68
772,4.39,0.0,72.93,100.0,3600,1,9,1,1,1,0,0,0,0,0,0,1,0,4.68
773,4.32,0.0,73.48,100.0,4500,1,9,1,1,1,0,0,0,0,0,0,1,0,4.68
774,4.21,0.0,74.63,100.0,5400,1,9,1,1,1,0,0,0,0,0,0,1,0,4.72
775,4.39,0.0,73.44,100.0,6300,1,9,1,1,1,0,0,0,0,0,0,1,0,4.75
776,4.21,0.0,74.84,100.0,7200,1,9,2,1,1,0,0,0,0,0,0,1,0,4.75
777,4.25,0.0,73.74,100.0,8100,1,9,2,1,1,0,0,0,0,0,0,1,0,4.64
778,4.25,0.0,74.03,100.0,9000,1,9,2,1,1,0,0,0,0,0,0,1,0,4.68
779,4.28,0.0,74.08,100.0,9900,1,9,2,1,1,0,0,0,0,0,0,1,0,4.72
780,4.39,0.0,73.44,100.0,10800,1,9,3,1,1,0,0,0,0,0,0,1,0,4.75
781,4.57,0.0,71.84,100.0,11700,1,9,3,1,1,0,0,0,0,0,0,1,0,4.72
782,4.32,0.0,73.77,100.0,12600,1,9,3,1,1,0,0,0,0,0,0,1,0,4.72
783,4.5,0.0,72.08,100.0,13500,1,9,3,1,1,0,0,0,0,0,0,1,0,4.68
784,4.46,0.0,72.68,100.0,14400,1,9,4,1,1,0,0,0,0,0,0,1,0,4.72
785,4.14,0.0,74.9,100.0,15300,1,9,4,1,1,0,0,0,0,0,0,1,0,4.68
786,4.07,0.0,75.73,100.0,16200,1,9,4,1,1,0,0,0,0,0,0,1,0,4.72
787,4.18,0.0,74.58,100.0,17100,1,9,4,1,1,0,0,0,0,0,0,1,0,4.68
788,3.92,0.0,76.39,100.0,18000,1,9,5,1,1,0,0,0,0,0,0,1,0,4.64
789,4.0,0.0,75.74,100.0,18900,1,9,5,1,1,0,0,0,0,0,0,1,0,4.64
790,3.89,0.0,76.9,100.0,19800,1,9,5,1,1,0,0,0,0,0,0,1,0,4.68
791,3.89,0.0,77.37,100.0,20700,1,9,5,1,1,0,0,0,0,0,0,1,0,4.75
792,4.03,0.0,75.78,100.0,21600,1,9,6,1,1,0,0,0,0,0,0,1,0,4.68
793,3.82,0.0,77.47,100.0,22500,1,9,6,1,1,0,0,0,0,0,0,1,0,4.68
794,3.78,0.0,77.79,100.0,23400,1,9,6,1,1,0,0,0,0,0,0,1,0,4.68
795,2.88,0.0,81.15,100.0,24300,1,9,6,1,1,0,0,0,0,0,0,1,0,4.0
796,3.89,0.0,76.15,100.0,25200,1,9,7,1,1,0,0,0,0,0,0,1,0,4.57
797,3.28,0.0,78.09,100.0,26100,1,9,7,1,1,0,0,0,0,0,0,1,0,4.1
798,3.42,0.0,83.45,100.0,27000,1,9,7,1,1,0,0,0,0,0,0,1,0,5.18
799,4.07,0.0,86.85,100.0,27900,1,9,7,1,1,0,0,0,0,0,0,1,0,7.13
800,28.76,0.0,79.58,100.0,28800,1,9,8,1,1,0,0,0,0,0,0,1,0,37.8
801,59.69,0.0,85.74,100.0,29700,1,9,8,1,1,0,0,0,0,0,0,1,0,99.43
802,56.99,0.0,82.67,100.0,30600,1,9,8,1,1,0,0,0,0,0,0,1,0,83.74
803,66.67,0.0,83.88,100.0,31500,1,9,8,1,1,0,0,0,0,0,0,1,0,102.71
804,51.88,0.0,92.72,100.0,32400,1,9,9,1,1,0,0,0,0,0,0,1,0,128.38
805,57.46,0.0,90.63,100.0,33300,1,9,9,1,1,0,0,0,0,0,0,1,0,123.19
806,50.94,0.0,93.38,100.0,34200,1,9,9,1,1,0,0,0,0,0,0,1,0,132.91
807,33.44,0.0,95.34,100.0,35100,1,9,9,1,1,0,0,0,0,0,0,1,0,105.66
808,48.02,0.0,93.98,100.0,36000,1,9,10,1,1,0,0,0,0,0,0,1,0,132.01
809,33.55,0.0,95.37,100.0,36900,1,9,10,1,1,0,0,0,0,0,0,1,0,106.42
