time_index,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,season_autumn,season_spring,season_summer,season_winter,holiday_holiday,holiday_no_holiday,functioning_day_no,functioning_day_yes,rented_bike_count
593,16,0.4,27,2,2000,-16.4,0.58,0,0,0,0,0,1,1,0,0,1,272
594,17,-0.7,29,2,2000,-16.5,0.21,0,0,0,0,0,1,1,0,0,1,260
595,18,-1.6,33,2,2000,-15.8,0,0,0,0,0,0,1,1,0,0,1,237
596,19,-1.8,41,2.1,2000,-13.3,0,0,0,0,0,0,1,1,0,0,1,184
597,20,-2.1,49,1.7,2000,-11.4,0,0,0,0,0,0,1,1,0,0,1,181
598,21,-1.7,51,1.7,2000,-10.5,0,0,0,0,0,0,1,1,0,0,1,185
599,22,-1.3,53,1.7,2000,-9.6,0,0,0,0,0,0,1,1,0,0,1,176
600,23,-1,55,1.9,2000,-8.9,0,0,0,0,0,0,1,1,0,0,1,169
601,0,-1.4,58,1,1880,-8.6,0,0,0,0,0,0,1,0,1,0,1,178
602,1,-1.5,62,1.3,2000,-7.8,0,0,0,0,0,0,1,0,1,0,1,127
603,2,-2.1,69,1,1995,-7,0,0,0,0,0,0,1,0,1,0,1,85
604,3,-2.6,70,1,1992,-7.3,0,0,0,0,0,0,1,0,1,0,1,72
605,4,-2.6,72,1.4,1929,-6.9,0,0,0,0,0,0,1,0,1,0,1,49
606,5,-2.9,77,0.8,1833,-6.3,0,0,0,0,0,0,1,0,1,0,1,65
607,6,-2.8,73,0.7,1906,-6.9,0,0,0,0,0,0,1,0,1,0,1,120
608,7,-2.9,73,1.9,1911,-7,0,0,0,0,0,0,1,0,1,0,1,296
609,8,-2.7,68,2.2,1919,-7.7,0,0,0,0,0,0,1,0,1,0,1,578
610,9,-2.8,52,2.9,1895,-11.3,0.16,0,0,0,0,0,1,0,1,0,1,293
611,10,-2.2,36,4.1,1930,-15.2,0.53,0,0,0,0,0,1,0,1,0,1,180
612,11,-2.1,28,4.9,1887,-18.2,0.87,0,0,0,0,0,1,0,1,0,1,250
613,12,-1.3,23,4,2000,-19.8,1.09,0,0,0,0,0,1,0,1,0,1,262
614,13,-2,15,4.7,1970,-25.2,1.18,0,0,0,0,0,1,0,1,0,1,262
615,14,-1.6,20,4.3,2000,-21.6,1.11,0,0,0,0,0,1,0,1,0,1,271
616,15,-1.9,17,5,2000,-23.7,0.93,0,0,0,0,0,1,0,1,0,1,246
617,16,-1.9,17,3.3,2000,-23.7,0.61,0,0,0,0,0,1,0,1,0,1,282
618,17,-3.6,20,3.7,2000,-23.3,0.23,0,0,0,0,0,1,0,1,0,1,350
619,18,-4.7,23,3.4,2000,-22.7,0.01,0,0,0,0,0,1,0,1,0,1,481
620,19,-5.4,27,3,2000,-21.5,0,0,0,0,0,0,1,0,1,0,1,317
621,20,-6.1,32,4.7,2000,-20.1,0,0,0,0,0,0,1,0,1,0,1,252
622,21,-6.6,39,3.2,2000,-18.2,0,0,0,0,0,0,1,0,1,0,1,220
623,22,-7.2,38,3.1,2000,-19.1,0,0,0,0,0,0,1,0,1,0,1,213
624,23,-7.5,37,3.1,2000,-19.7,0,0,0,0,0,0,1,0,1,0,1,156
625,0,-7.9,37,2.2,2000,-20,0,0,0,0,0,0,1,0,1,0,1,133
626,1,-8.2,39,1.8,2000,-19.7,0,0,0,0,0,0,1,0,1,0,1,142
627,2,-8.6,37,1.5,2000,-20.7,0,0,0,0,0,0,1,0,1,0,1,93
628,3,-9.1,37,1,2000,-21.1,0,0,0,0,0,0,1,0,1,0,1,81
629,4,-9.1,33,2.3,2000,-22.4,0,0,0,0,0,0,1,0,1,0,1,55
630,5,-9.4,36,1.9,2000,-21.7,0,0,0,0,0,0,1,0,1,0,1,66
631,6,-9.8,37,1.7,2000,-21.7,0,0,0,0,0,0,1,0,1,0,1,105
632,7,-10.1,38,2.3,2000,-21.7,0,0,0,0,0,0,1,0,1,0,1,262
633,8,-10.2,35,1.8,2000,-22.7,0,0,0,0,0,0,1,0,1,0,1,502
634,9,-9.8,33,2,1997,-23,0.17,0,0,0,0,0,1,0,1,0,1,279
635,10,-8.5,29,2.4,1992,-23.4,0.56,0,0,0,0,0,1,0,1,0,1,146
636,11,-6.8,28,2.1,1986,-22.3,0.88,0,0,0,0,0,1,0,1,0,1,213
637,12,-5.5,21,2.1,1941,-24.4,1.08,0,0,0,0,0,1,0,1,0,1,230
638,13,-4.7,18,3.7,2000,-25.4,1.16,0,0,0,0,0,1,0,1,0,1,258
639,14,-4,18,2.4,2000,-24.8,1.09,0,0,0,0,0,1,0,1,0,1,231
640,15,-3.1,16,2.2,2000,-25.4,0.9,0,0,0,0,0,1,0,1,0,1,228
641,16,-3.2,23,2.7,2000,-21.4,0.57,0,0,0,0,0,1,0,1,0,1,269
642,17,-4.2,26,2.2,2000,-20.8,0.2,0,0,0,0,0,1,0,1,0,1,314
643,18,-5.2,32,2.2,2000,-19.3,0,0,0,0,0,0,1,0,1,0,1,466
644,19,-5.5,31,2.1,2000,-19.9,0,0,0,0,0,0,1,0,1,0,1,315
645,20,-5.9,34,0.9,2000,-19.2,0,0,0,0,0,0,1,0,1,0,1,262
646,21,-6.4,34,1.2,2000,-19.7,0,0,0,0,0,0,1,0,1,0,1,242
647,22,-6.4,36,1.3,2000,-19,0,0,0,0,0,0,1,0,1,0,1,243
648,23,-6.3,39,0.9,2000,-18,0,0,0,0,0,0,1,0,1,0,1,216
649,0,-6.5,41,1.7,2000,-17.6,0,0,0,0,0,0,1,0,1,0,1,164
650,1,-6.6,39,1.4,2000,-18.2,0,0,0,0,0,0,1,0,1,0,1,169
651,2,-6.6,34,1.8,2000,-19.8,0,0,0,0,0,0,1,0,1,0,1,163
652,3,-6,32,2.5,2000,-20,0,0,0,0,0,0,1,0,1,0,1,86
653,4,-5.8,32,1.6,2000,-19.8,0,0,0,0,0,0,1,0,1,0,1,50
654,5,-5.7,28,1.2,2000,-21.3,0,0,0,0,0,0,1,0,1,0,1,61
655,6,-5.5,24,0.5,2000,-22.9,0,0,0,0,0,0,1,0,1,0,1,103
656,7,-5,31,0.5,2000,-19.5,0,0,0,0,0,0,1,0,1,0,1,257
657,8,-4.7,30,0.6,2000,-19.6,0,0,0,0,0,0,1,0,1,0,1,554
658,9,-4.3,38,0.7,1877,-16.5,0.04,0,0,0,0,0,1,0,1,0,1,326
659,10,-3.4,33,1.3,1863,-17.4,0.33,0,0,0,0,0,1,0,1,0,1,225
660,11,-2.1,34,1,1868,-15.8,0.65,0,0,0,0,0,1,0,1,0,1,288
661,12,-0.8,38,1,1686,-13.3,0.75,0,0,0,0,0,1,0,1,0,1,286
662,13,0.8,46,1.4,1598,-9.5,0.8,0,0,0,0,0,1,0,1,0,1,301
663,14,0.8,55,1.8,1132,-7.2,0.59,0,0,0,0,0,1,0,1,0,1,311
664,15,0.4,57,2.4,1179,-7.1,0.36,0,0,0,0,0,1,0,1,0,1,303
665,16,0.3,57,2.3,1204,-7.2,0.19,0,0,0,0,0,1,0,1,0,1,390
666,17,0.2,58,2,1159,-7.1,0.08,0,0,0,0,0,1,0,1,0,1,407
667,18,-0.6,62,1.6,1129,-6.9,0,0,0,0,0,0,1,0,1,0,1,552
668,19,-0.4,62,0.9,1103,-6.8,0,0,0,0,0,0,1,0,1,0,1,402
669,20,-0.3,62,1.3,1040,-6.7,0,0,0,0,0,0,1,0,1,0,1,319
670,21,-0.2,62,0.6,986,-6.6,0,0,0,0,0,0,1,0,1,0,1,332
671,22,0,63,1.3,968,-6.2,0,0,0,0,0,0,1,0,1,0,1,285
672,23,0.1,63,1.1,1003,-6.1,0,0,0,0,0,0,1,0,1,0,1,260
673,0,0.2,63,0.7,925,-6,0,0,0,0,0,0,1,0,1,0,1,233
674,1,0.3,63,0.7,760,-5.9,0,0,0,0,0,0,1,0,1,0,1,269
675,2,0.5,63,1,691,-5.7,0,0,0,0,0,0,1,0,1,0,1,210
676,3,0.6,64,0.4,731,-5.4,0,0,0,0,0,0,1,0,1,0,1,135
677,4,0.6,65,0.4,712,-5.2,0,0,0,0,0,0,1,0,1,0,1,85
678,5,0.7,66,0.7,687,-4.9,0,0,0,0,0,0,1,0,1,0,1,67
679,6,0.8,68,0.6,673,-4.4,0,0,0,0,0,0,1,0,1,0,1,128
680,7,0.9,67,0.6,658,-4.5,0,0,0,0,0,0,1,0,1,0,1,289
681,8,1,68,0.6,624,-4.2,0,0,0,0,0,0,1,0,1,0,1,636
682,9,1.2,67,0.2,591,-4.2,0.06,0,0,0,0,0,1,0,1,0,1,353
683,10,1.9,65,0.3,562,-3.9,0.17,0,0,0,0,0,1,0,1,0,1,252
684,11,3.1,62,1.1,517,-3.4,0.29,0,0,0,0,0,1,0,1,0,1,317
685,12,4.3,62,1.6,472,-2.3,0.52,0,0,0,0,0,1,0,1,0,1,363
686,13,5.2,58,2.5,435,-2.4,0.81,0,0,0,0,0,1,0,1,0,1,370
687,14,5.7,54,3.5,418,-2.9,0.83,0,0,0,0,0,1,0,1,0,1,419
688,15,5.7,53,2.7,408,-3.1,0.65,0,0,0,0,0,1,0,1,0,1,426
689,16,5.4,56,2.2,396,-2.6,0.39,0,0,0,0,0,1,0,1,0,1,504
690,17,4.5,59,1.6,384,-2.8,0.14,0,0,0,0,0,1,0,1,0,1,534
691,18,3.6,62,1.4,389,-3,0.01,0,0,0,0,0,1,0,1,0,1,574
692,19,2.7,68,1.2,348,-2.6,0,0,0,0,0,0,1,0,1,0,1,395
693,20,1.7,73,0.5,332,-2.6,0,0,0,0,0,0,1,0,1,0,1,292
694,21,1,77,1.5,297,-2.5,0,0,0,0,0,0,1,0,1,0,1,282
695,22,0.8,77,1.4,293,-2.7,0,0,0,0,0,0,1,0,1,0,1,294
696,23,0.3,80,0.8,264,-2.7,0,0,0,0,0,0,1,0,1,0,1,236
697,0,-0.4,83,1.2,247,-2.9,0,0,0,0,0,0,1,0,1,0,1,240
698,1,-0.5,83,0.7,244,-3,0,0,0,0,0,0,1,0,1,0,1,234
699,2,-0.9,84,0.6,230,-3.2,0,0,0,0,0,0,1,0,1,0,1,192
700,3,-1.1,83,0.8,237,-3.6,0,0,0,0,0,0,1,0,1,0,1,127
701,4,-1.1,83,0.7,242,-3.6,0,0,0,0,0,0,1,0,1,0,1,86
702,5,-1.2,81,0.8,258,-4,0,0,0,0,0,0,1,0,1,0,1,52
703,6,-1.1,81,1,253,-3.9,0,0,0,0,0,0,1,0,1,0,1,62
704,7,-0.7,79,0.7,259,-3.8,0,0,0,0,0,0,1,0,1,0,1,88
705,8,-0.4,78,0.5,249,-3.7,0,0,0,0,0,0,1,0,1,0,1,162
706,9,0.2,76,1.3,249,-3.5,0.03,0,0,0,0,0,1,0,1,0,1,224
707,10,0.8,73,0.5,248,-3.4,0.15,0,0,0,0,0,1,0,1,0,1,208
708,11,2,69,1,257,-3.1,0.32,0,0,0,0,0,1,0,1,0,1,237
709,12,3.2,64,0.8,258,-2.9,0.47,0,0,0,0,0,1,0,1,0,1,274
710,13,4,62,1,256,-2.6,0.51,0,0,0,0,0,1,0,1,0,1,333
711,14,4.3,60,1.2,272,-2.7,0.4,0,0,0,0,0,1,0,1,0,1,356
712,15,4.3,61,0.7,274,-2.5,0.23,0,0,0,0,0,1,0,1,0,1,337
713,16,4.1,63,0.7,263,-2.3,0.13,0,0,0,0,0,1,0,1,0,1,345
714,17,3.8,64,0.9,250,-2.3,0.01,0,0,0,0,0,1,0,1,0,1,183
715,18,3,84,1.7,137,0.5,0,0.3,0,0,0,0,1,0,1,0,1,45
716,19,2.3,89,0.6,96,0.6,0,0,0,0,0,0,1,0,1,0,1,40
717,20,1.9,90,0.9,88,0.4,0,0,0,0,0,0,1,0,1,0,1,66
718,21,1.8,92,1.1,109,0.6,0,0.2,0,0,0,0,1,0,1,0,1,64
719,22,1.8,92,1.2,94,0.6,0,0,0,0,0,0,1,0,1,0,1,30
720,23,1.4,92,1.9,73,0.2,0,0,0,0,0,0,1,0,1,0,1,42
721,0,0.9,95,1.8,63,0.1,0,0.2,0.2,0,0,0,1,1,0,0,1,43
722,1,0.5,95,2.1,79,-0.2,0,0,0.6,0,0,0,1,1,0,0,1,43
723,2,0.4,95,1.7,110,-0.3,0,0,1.2,0,0,0,1,1,0,0,1,65
724,3,0.3,91,2,172,-1,0,1,1.2,0,0,0,1,1,0,0,1,65
725,4,-0.2,87,3.5,246,-2.1,0,0,1.2,0,0,0,1,1,0,0,1,32
726,5,-0.8,85,2.8,329,-3,0,0,1.2,0,0,0,1,1,0,0,1,22
727,6,-1.3,84,2.4,425,-3.6,0,0,1.2,0,0,0,1,1,0,0,1,25
728,7,-1.8,86,1.7,367,-3.8,0,0,1.2,0,0,0,1,1,0,0,1,39
729,8,-2.1,86,1.4,354,-4.1,0,0,1.2,0,0,0,1,1,0,0,1,84
730,9,-1.9,82,1.6,410,-4.5,0.15,0,1.2,0,0,0,1,1,0,0,1,103
731,10,-0.5,73,1.7,609,-4.7,0.53,0,1.1,0,0,0,1,1,0,0,1,110
732,11,0.8,62,2.8,801,-5.6,0.88,0,1.1,0,0,0,1,1,0,0,1,142
733,12,1.4,47,4.5,1388,-8.7,1.1,0,1,0,0,0,1,1,0,0,1,209
734,13,2.5,36,3.7,1578,-11,1.15,0,0.7,0,0,0,1,1,0,0,1,267
735,14,3,28,3.8,1956,-13.7,1.1,0,0,0,0,0,1,1,0,0,1,262
736,15,3.1,25,3.9,2000,-15,0.9,0,0,0,0,0,1,1,0,0,1,300
737,16,2.7,26,2.7,2000,-14.9,0.59,0,0,0,0,0,1,1,0,0,1,272
738,17,1.7,30,2.9,2000,-14,0.22,0,0,0,0,0,1,1,0,0,1,240
739,18,0.7,31,2.3,2000,-14.5,0.01,0,0,0,0,0,1,1,0,0,1,215
740,19,0,31,2.2,2000,-15.1,0,0,0,0,0,0,1,1,0,0,1,163
741,20,-1,32,0.9,2000,-15.6,0,0,0,0,0,0,1,1,0,0,1,161
742,21,-1.6,35,1,2000,-15.1,0,0,0,0,0,0,1,1,0,0,1,179
743,22,-2.1,36,1.7,2000,-15.2,0,0,0,0,0,0,1,1,0,0,1,155
744,23,-2.6,40,0.6,2000,-14.3,0,0,0,0,0,0,1,1,0,0,1,227
745,0,-3.2,40,0.5,1358,-14.9,0,0,0,0,0,0,1,1,0,0,1,206
746,1,-3.3,41,0.7,2000,-14.7,0,0,0,0,0,0,1,1,0,0,1,230
747,2,-3.7,42,0.9,2000,-14.7,0,0,0,0,0,0,1,1,0,0,1,178
748,3,-4,44,1,2000,-14.4,0,0,0,0,0,0,1,1,0,0,1,119
749,4,-4.2,53,1.1,1994,-12.3,0,0,0,0,0,0,1,1,0,0,1,62
750,5,-4.4,54,0.8,1786,-12.3,0,0,0,0,0,0,1,1,0,0,1,61
751,6,-4.5,51,1.1,2000,-13.1,0,0,0,0,0,0,1,1,0,0,1,65
752,7,-4.7,56,1.1,2000,-12.1,0,0,0,0,0,0,1,1,0,0,1,81
753,8,-5,55,1,2000,-12.6,0,0,0,0,0,0,1,1,0,0,1,89
754,9,-4.3,39,0.7,1973,-16.2,0.15,0,0,0,0,0,1,1,0,0,1,121
755,10,-1.6,32,0.8,1766,-16.1,0.53,0,0,0,0,0,1,1,0,0,1,139
756,11,0.1,27,2.2,1874,-16.7,0.84,0,0,0,0,0,1,1,0,0,1,169
757,12,1.5,20,2.8,1992,-19,1.03,0,0,0,0,0,1,1,0,0,1,225
758,13,2.4,22,2.3,1921,-17.2,1.1,0,0,0,0,0,1,1,0,0,1,248
759,14,3.7,24,2.1,1906,-15,1.01,0,0,0,0,0,1,1,0,0,1,298
760,15,3,27,2.9,1715,-14.2,0.78,0,0,0,0,0,1,1,0,0,1,344
761,16,3,28,2.5,1864,-13.7,0.51,0,0,0,0,0,1,1,0,0,1,310
762,17,1.8,33,3.3,1913,-12.8,0.18,0,0,0,0,0,1,1,0,0,1,271
763,18,0.8,34,1.9,1887,-13.3,0.01,0,0,0,0,0,1,1,0,0,1,218
764,19,-0.1,39,1.3,1911,-12.4,0,0,0,0,0,0,1,1,0,0,1,125
765,20,-0.3,40,1.2,1936,-12.2,0,0,0,0,0,0,1,1,0,0,1,206
766,21,-0.9,44,1.2,1871,-11.6,0,0,0,0,0,0,1,1,0,0,1,203
767,22,-1.3,48,0.8,1927,-10.9,0,0,0,0,0,0,1,1,0,0,1,168
768,23,-1.6,51,0.7,1882,-10.4,0,0,0,0,0,0,1,1,0,0,1,154
769,0,-1.8,54,1.1,1772,-9.8,0,0,0,0,0,0,1,0,1,0,1,148
770,1,-2.1,56,0.8,1732,-9.7,0,0,0,0,0,0,1,0,1,0,1,108
771,2,-2.3,62,0.9,1560,-8.6,0,0,0,0,0,0,1,0,1,0,1,69
772,3,-2.5,62,0.4,1626,-8.7,0,0,0,0,0,0,1,0,1,0,1,41
773,4,-2.7,67,0.5,1302,-7.9,0,0,0,0,0,0,1,0,1,0,1,31
774,5,-3.1,67,0.6,1384,-8.3,0,0,0,0,0,0,1,0,1,0,1,58
775,6,-3.2,67,0.4,1409,-8.4,0,0,0,0,0,0,1,0,1,0,1,139
776,7,-3.2,69,0.5,1249,-8,0,0,0,0,0,0,1,0,1,0,1,344
777,8,-3.4,71,0.8,1179,-7.9,0,0,0,0,0,0,1,0,1,0,1,655
778,9,-3.1,66,0.2,1168,-8.5,0.12,0,0,0,0,0,1,0,1,0,1,315
779,10,-1.4,50,1.9,1355,-10.5,0.38,0,0,0,0,0,1,0,1,0,1,208
780,11,-0.4,40,2.3,1633,-12.3,0.66,0,0,0,0,0,1,0,1,0,1,269
781,12,0.9,29,1.9,1761,-15.1,0.88,0,0,0,0,0,1,0,1,0,1,293
782,13,1.5,23,3.6,1970,-17.4,0.95,0,0,0,0,0,1,0,1,0,1,273
783,14,1.7,20,4.4,1995,-18.9,0.91,0,0,0,0,0,1,0,1,0,1,302
784,15,1.5,22,3,1998,-17.9,0.76,0,0,0,0,0,1,0,1,0,1,295
785,16,1.3,23,2.9,2000,-17.6,0.51,0,0,0,0,0,1,0,1,0,1,320
786,17,0.3,27,2.6,2000,-16.5,0.18,0,0,0,0,0,1,0,1,0,1,373
787,18,-0.8,24,2.3,2000,-18.9,0.01,0,0,0,0,0,1,0,1,0,1,675
788,19,-1.3,28,2.4,2000,-17.5,0,0,0,0,0,0,1,0,1,0,1,403
789,20,-1.9,26,2.2,2000,-18.9,0,0,0,0,0,0,1,0,1,0,1,364
790,21,-2.6,28,2,2000,-18.6,0,0,0,0,0,0,1,0,1,0,1,304
791,22,-3.4,33,2.4,2000,-17.4,0,0,0,0,0,0,1,0,1,0,1,273
792,23,-3.8,35,2.3,2000,-17,0,0,0,0,0,0,1,0,1,0,1,186
793,0,-4.3,38,1.4,2000,-16.5,0,0,0,0,0,0,1,0,1,0,1,160
794,1,-5,42,1.2,1993,-15.9,0,0,0,0,0,0,1,0,1,0,1,130
795,2,-5.5,43,2,2000,-16.1,0,0,0,0,0,0,1,0,1,0,1,110
796,3,-6.1,45,1.3,1999,-16.1,0,0,0,0,0,0,1,0,1,0,1,67
797,4,-6.1,45,2.3,2000,-16.1,0,0,0,0,0,0,1,0,1,0,1,43
798,5,-6.4,47,2.4,1981,-15.8,0,0,0,0,0,0,1,0,1,0,1,67
799,6,-6.7,48,2.4,1991,-15.9,0,0,0,0,0,0,1,0,1,0,1,137
800,7,-6.9,48,2.4,1974,-16,0,0,0,0,0,0,1,0,1,0,1,308
801,8,-7,49,1.5,1971,-15.9,0,0,0,0,0,0,1,0,1,0,1,670
802,9,-6.8,44,1.7,1858,-17,0.16,0,0,0,0,0,1,0,1,0,1,342
803,10,-5.6,38,2.9,1752,-17.6,0.55,0,0,0,0,0,1,0,1,0,1,213
804,11,-4.5,36,3.2,1736,-17.3,0.77,0,0,0,0,0,1,0,1,0,1,267
805,12,-3.4,32,3.1,1706,-17.7,1.02,0,0,0,0,0,1,0,1,0,1,297
806,13,-2.2,31,2.3,1910,-17,1.13,0,0,0,0,0,1,0,1,0,1,279
807,14,-1.5,30,2.8,1903,-16.8,1.1,0,0,0,0,0,1,0,1,0,1,270
808,15,-1.1,29,2.8,1976,-16.9,0.96,0,0,0,0,0,1,0,1,0,1,286
809,16,-0.4,30,2,2000,-15.9,0.62,0,0,0,0,0,1,0,1,0,1,299
810,17,-1.9,35,1.8,2000,-15.3,0.25,0,0,0,0,0,1,0,1,0,1,382
811,18,-3.1,39,2.1,2000,-15.1,0,0,0,0,0,0,1,0,1,0,1,637
812,19,-3.7,41,2,2000,-15,0,0,0,0,0,0,1,0,1,0,1,431
813,20,-3.9,44,2.5,2000,-14.3,0,0,0,0,0,0,1,0,1,0,1,294
814,21,-4.3,47,2.8,1997,-13.9,0,0,0,0,0,0,1,0,1,0,1,335
815,22,-5.2,53,1.3,1969,-13.3,0,0,0,0,0,0,1,0,1,0,1,291
816,23,-5.9,54,0.8,1968,-13.7,0,0,0,0,0,0,1,0,1,0,1,197
817,0,-6.3,54,1.4,1990,-14.1,0,0,0,0,0,0,1,0,1,0,1,159
818,1,-6.9,56,2.3,1994,-14.2,0,0,0,0,0,0,1,0,1,0,1,150
819,2,-7.3,57,2,1978,-14.3,0,0,0,0,0,0,1,0,1,0,1,123
820,3,-7.4,54,1.7,1968,-15.1,0,0,0,0,0,0,1,0,1,0,1,57
821,4,-7.5,55,1.3,1984,-15,0,0,0,0,0,0,1,0,1,0,1,38
822,5,-7.6,49,1.3,2000,-16.4,0,0,0,0,0,0,1,0,1,0,1,66
823,6,-7.6,47,2.3,2000,-16.9,0,0,0,0,0,0,1,0,1,0,1,120
824,7,-8.1,51,0.5,1987,-16.4,0,0,0,0,0,0,1,0,1,0,1,302
825,8,-8.6,55,0.6,1984,-16,0,0,0,0,0,0,1,0,1,0,1,646
826,9,-7.9,48,1.2,1926,-17,0.14,0,0,0,0,0,1,0,1,0,1,340
827,10,-6.4,43,1,1872,-16.9,0.43,0,0,0,0,0,1,0,1,0,1,197
828,11,-4.4,40,0.8,1671,-16,0.69,0,0,0,0,0,1,0,1,0,1,264
829,12,-2.9,33,0.9,1813,-16.9,0.92,0,0,0,0,0,1,0,1,0,1,290
830,13,-2,32,1,1864,-16.5,0.91,0,0,0,0,0,1,0,1,0,1,284
831,14,-0.8,32,1.4,1846,-15.4,0.78,0,0,0,0,0,1,0,1,0,1,262
832,15,-1.2,31,0.8,1732,-16.2,0.47,0,0,0,0,0,1,0,1,0,1,281
833,16,-1.4,34,1.8,1719,-15.2,0.3,0,0,0,0,0,1,0,1,0,1,309
834,17,-2.1,37,1.4,1591,-14.8,0.09,0,0,0,0,0,1,0,1,0,1,397
835,18,-2.6,38,1.4,1604,-14.9,0,0,0,0,0,0,1,0,1,0,1,603
836,19,-2.7,39,1.4,1616,-14.7,0,0,0,0,0,0,1,0,1,0,1,417
837,20,-2.8,39,1.7,1702,-14.8,0,0,0,0,0,0,1,0,1,0,1,311
838,21,-3.1,41,2,1742,-14.5,0,0,0,0,0,0,1,0,1,0,1,310
839,22,-3.6,46,1.3,1689,-13.5,0,0,0,0,0,0,1,0,1,0,1,306
840,23,-4,48,1.5,1536,-13.4,0,0,0,0,0,0,1,0,1,0,1,221
841,0,-4.7,52,1.8,1611,-13,0,0,0,0,0,0,1,0,1,0,1,202
842,1,-5.1,51,1.5,1550,-13.6,0,0,0,0,0,0,1,0,1,0,1,170
843,2,-5.3,52,1.6,1481,-13.6,0,0,0,0,0,0,1,0,1,0,1,118
844,3,-5.5,56,1.1,1453,-12.9,0,0,0,0,0,0,1,0,1,0,1,67
845,4,-5.1,55,1.7,1266,-12.7,0,0,0,0,0,0,1,0,1,0,1,47
846,5,-5.1,55,1.5,1452,-12.7,0,0,0,0,0,0,1,0,1,0,1,75
847,6,-5.1,54,1.3,1346,-12.9,0,0,0,0,0,0,1,0,1,0,1,123
848,7,-5.3,53,1.1,1300,-13.4,0,0,0,0,0,0,1,0,1,0,1,327
849,8,-5.3,51,1,1319,-13.8,0,0,0,0,0,0,1,0,1,0,1,665
850,9,-4.7,49,1.2,1550,-13.8,0.12,0,0,0,0,0,1,0,1,0,1,354
851,10,-3.3,50,1.3,1407,-12.2,0.4,0,0,0,0,0,1,0,1,0,1,232
852,11,-0.7,45,1.5,1429,-11.1,0.76,0,0,0,0,0,1,0,1,0,1,308
853,12,-0.3,45,2.2,1066,-10.8,1.01,0,0,0,0,0,1,0,1,0,1,362
854,13,0.9,43,2,1112,-10.2,0.98,0,0,0,0,0,1,0,1,0,1,312
855,14,1.4,41,2,1003,-10.4,0.99,0,0,0,0,0,1,0,1,0,1,343
856,15,1.5,34,2.8,1776,-12.6,0.84,0,0,0,0,0,1,0,1,0,1,333
857,16,1,34,2.9,2000,-13.1,0.61,0,0,0,0,0,1,0,1,0,1,329
858,17,-0.6,45,3.3,1827,-11,0.24,0,0,0,0,0,1,0,1,0,1,446
859,18,-1.8,44,2.2,1709,-12.4,0.01,0,0,0,0,0,1,0,1,0,1,635
860,19,-2.5,49,0.6,1436,-11.7,0,0,0,0,0,0,1,0,1,0,1,443
861,20,-3.4,51,1.1,1391,-12.1,0,0,0,0,0,0,1,0,1,0,1,322
862,21,-3.5,53,0.9,1353,-11.7,0,0,0,0,0,0,1,0,1,0,1,284
863,22,-3.8,53,1.3,1300,-12,0,0,0,0,0,0,1,0,1,0,1,281
864,23,-3.6,50,1.9,1284,-12.5,0,0,0,0,0,0,1,0,1,0,1,189
865,0,-4.3,52,1.6,1247,-12.7,0,0,0,0,0,0,1,0,1,0,1,184
866,1,-4.8,54,1.2,1219,-12.7,0,0,0,0,0,0,1,0,1,0,1,222
867,2,-5.5,56,1.4,1285,-12.9,0,0,0,0,0,0,1,0,1,0,1,176
868,3,-5.6,56,1,1367,-13,0,0,0,0,0,0,1,0,1,0,1,103
869,4,-5.9,61,1.1,1260,-12.2,0,0,0,0,0,0,1,0,1,0,1,61
870,5,-6.1,64,1,1231,-11.8,0,0,0,0,0,0,1,0,1,0,1,48
871,6,-6.5,67,0.7,1175,-11.6,0,0,0,0,0,0,1,0,1,0,1,69
872,7,-6.6,65,1,1320,-12,0,0,0,0,0,0,1,0,1,0,1,105
873,8,-6.5,62,1.1,1503,-12.5,0,0,0,0,0,0,1,0,1,0,1,186
874,9,-5.8,49,1.4,1728,-14.8,0.16,0,0,0,0,0,1,0,1,0,1,221
875,10,-3.5,39,2,1946,-15.4,0.54,0,0,0,0,0,1,0,1,0,1,204
876,11,-1.6,35,2.1,1812,-15.1,0.87,0,0,0,0,0,1,0,1,0,1,245
877,12,0,35,2.3,1672,-13.6,1.07,0,0,0,0,0,1,0,1,0,1,283
878,13,0.9,28,2.4,1895,-15.6,1.18,0,0,0,0,0,1,0,1,0,1,356
879,14,1.8,29,2,1693,-14.3,1.14,0,0,0,0,0,1,0,1,0,1,370
880,15,2.3,27,2.2,1877,-14.8,0.92,0,0,0,0,0,1,0,1,0,1,373
881,16,2.7,27,2.2,1811,-14.4,0.64,0,0,0,0,0,1,0,1,0,1,352
882,17,1.1,31,1.7,1989,-14.1,0.26,0,0,0,0,0,1,0,1,0,1,354
883,18,-0.6,37,1.6,1797,-13.5,0.01,0,0,0,0,0,1,0,1,0,1,271
884,19,-1.2,37,1.2,1663,-14,0,0,0,0,0,0,1,0,1,0,1,207
885,20,-2.1,41,1.1,1578,-13.6,0,0,0,0,0,0,1,0,1,0,1,189
886,21,-2.5,47,0.8,1495,-12.2,0,0,0,0,0,0,1,0,1,0,1,214
887,22,-2.6,47,1.6,1492,-12.3,0,0,0,0,0,0,1,0,1,0,1,218
888,23,-3.2,50,0.8,1429,-12.1,0,0,0,0,0,0,1,0,1,0,1,169
889,0,-3.8,48,0.7,1574,-13.2,0,0,0,0,0,0,1,0,1,0,1,192
